hs6_d12;sd;valor_pond;HS6;hs6_d12_desc;impo_tot;letra;impo_relativa;short_name;desc
85287119000F;I_64;54640677.11513526;852871;Los demás // Receptor-decodificador integrado (IRD) de   señales digitalizadas de video codificadas // --No concebidos para incorporar un dispositivo de  visualización (display) o pantalla de video // -Aparatos receptores de televisión, incluso con apara;189584147.03640315;I_64;0.28821332357838647;Los demás // Re;Correos y telecomunicaciones
85256090100P;I_64;42763347.40580939;852560;"Para televisión por cable, con puerto ""USB""        y ""Ethernet"" de los tipos utilizados para          transmitir-recibir datos (""cablemodems"") // Los demás // -Aparatos emisores con aparato receptor incorporado // APARATOS EMISORES DE RADIODIFUSIÓN O TEL";189584147.03640315;I_64;0.22556394125927706;Para televisión;Correos y telecomunicaciones
85171221000T;I_64;10099473.391249163;851712;"Portátiles // Terminales de sistema troncalizado (""trunking"") // --Teléfonos celulares (móviles)* y los de otras  redes inalámbricas // -Teléfonos, incluidos los teléfonos celulares (móviles)* y los de otras redes inalámbricas: // TELEFONOS, INCLUIDOS LO";189584147.03640315;I_64;0.053271718912815555;Portátiles // T;Correos y telecomunicaciones
85442000100T;I_64;9117008.742012262;854420;Sin piezas de conexión, con una atenuación      inferior o igual a 5,2 dB/100 m, medida a      una frecuencia de 10 MHz // -Cables y demás conductores eléctricos, coaxiales // HILOS, CABLES (INCLUIDOS LOS COAXIALES) Y DEMÁSCONDUCTORES AISLADOS PARA ELECT;189584147.03640315;I_64;0.048089510038313764;Sin piezas de c;Correos y telecomunicaciones
85176277000H;I_64;7159017.541230255;851762;Los demás de frecuencia inferior a 15 GHz // de frecuencia inferior a 15 GHz // Los demás aparatos emisores con receptor   incorporado, numéricos (digitales) // --Aparatos para la recepción, conversión, emisión  y transmisión o regeneración de voz, image;189584147.03640315;I_64;0.037761688691489645;Los demás de fr;Correos y telecomunicaciones
85291090100T;I_64;7048825.180774116;852910;"Reflectores parabólicos de antenas // Los demás // -Antenas y reflectores de antena de cualquier tipo; partes apropiadas para su utilización con dichos artículos // PARTES IDENTIFICABLES COMO DESTINADAS, EXCLUSIVAO PRINCIPALMENTE, A LOS APARATOS DE LAS P";189584147.03640315;I_64;0.037180456757392434;Reflectores par;Correos y telecomunicaciones
85176299900R;I_64;6098842.03198346;851762;Los demás // Los demás // Los demás // --Aparatos para la recepción, conversión, emisión  y transmisión o regeneración de voz, imagen u  otros datos, incluidos los de conmutación y  encaminamiento («switching and routing  apparatus») // -Los demás aparat;189584147.03640315;I_64;0.032169578138895684;Los demás // Lo;Correos y telecomunicaciones
85369090990U;I_64;4906555.9291839665;853690;Los demás // Los demás. // Los demás // -Los demás aparatos // APARATOS PARA CORTE, SECCIONAMIENTO, PROTECCIÓN,DERIVACIÓN, EMPALME O CONEXIÓN DE CIRCUITOSELECTRICOS (POR EJEMPLO: INTERRUPTORES,CONMUTADORES, RELES, CORTACIRCUITOS, SUPRESORESDE SOBRETENSIÓ;189584147.03640315;I_64;0.02588062349032712;Los demás // Lo;Correos y telecomunicaciones
85447010110B;I_64;3386392.296843141;854470;De cantidad de fibras ópticas inferior a 24 // Del tipo monomodo estándar o de dispersión      desplazada(R.83/97 MEOSP) // Con revestimiento externo de material   dieléctrico // -Cables de fibras ópticas // HILOS, CABLES (INCLUIDOS LOS COAXIALES) Y DEMÁ;189584147.03640315;I_64;0.017862212372603603;De cantidad de ;Correos y telecomunicaciones
85437099490X;I_64;3210990.6719608824;854370;Las demás // Unidades emisoras de radiaciones      infrarrojas codificadas, utilizadas para el      mando a distancia (control remoto) // Los demás // Los demás // -Las demás máquinas y aparatos: // MÁQUINAS Y APARATOS ELECTRICOS CON FUNCION PROPIA, NO E;189584147.03640315;I_64;0.016937020959586466;Las demás // Un;Correos y telecomunicaciones
68109100000P;I_63;93363661.95453823;681091;--Elementos prefabricados para la construcción  o ingeniería civil // -Las demás manufacturas: // MANUFACTURAS DE CEMENTO, HORMIGÓN O PIEDRAARTIFICIAL, INCLUSO ARMADAS.;244891803.7216726;I_63;0.3812445354873903;--Elementos pre;ManipulaciÃ³n de carga, almacenamiento y depÃ³sito
73021010000R;I_63;39933801.244654216;730210;De acero, de peso lineal superior o igual a    44,5 kg/m // -Carriles (rieles) // ELEMENTOS PARA VÍAS FERREAS, DE FUNDICIÓN, HIERROO ACERO: CARRILES (RIELES), CONTRACARRILES(CONTRARIELES) Y CREMALLERAS, AGUJAS, PUNTAS DE CORAZÓN, VARILLAS PARA MANDO DE A;244891803.7216726;I_63;0.16306712040897972;De acero, de pe;ManipulaciÃ³n de carga, almacenamiento y depÃ³sito
84099969000Z;I_63;5462782.382208775;840999;Los demás // Inyectores (incluidos los porta inyectores) // --Las demás // -Las demás: // PARTES IDENTIFICABLES COMO DESTINADAS, EXCLUSIVAO PRINCIPALMENTE, A LOS MOTORES DE LAS PARTIDAS 84.07 U 84.08.;244891803.7216726;I_63;0.022306922074114832;Los demás // In;ManipulaciÃ³n de carga, almacenamiento y depÃ³sito
84082090900J;I_63;5454351.703384599;840820;Los demás // Los demás // -Motores de los tipos utilizados para la  propulsión de vehículos del Capítulo 87 // MOTORES DE EMBOLO (PISTÓN) DE ENCENDIDO PORCOMPRESIÓN (MOTORES DIESEL O SEMI-DIESEL).;244891803.7216726;I_63;0.022272495936955263;Los demás // Lo;ManipulaciÃ³n de carga, almacenamiento y depÃ³sito
40169300990H;I_63;4432161.73499608;401693;Las demás // Las demás // --Juntas o empaquetaduras // -Las demás: // LAS DEMÁS MANUFACTURAS DE CAUCHO VULCANIZADO SIN ENDURECER.;244891803.7216726;I_63;0.018098448652178554;Las demás // La;ManipulaciÃ³n de carga, almacenamiento y depÃ³sito
86071990000Y;I_63;2879843.127141537;860719;"Los demás // --Los demás, incluidas las partes // -Bojes, ""bissels"", ejes y ruedas, y sus partes: // PARTES DE VEHÍCULOS PARA VÍAS FERREAS O SIMILARES.";244891803.7216726;I_63;0.01175965501244203;Los demás // --;ManipulaciÃ³n de carga, almacenamiento y depÃ³sito
85176299900R;I_63;2589252.2811549758;851762;Los demás // Los demás // Los demás // --Aparatos para la recepción, conversión, emisión  y transmisión o regeneración de voz, imagen u  otros datos, incluidos los de conmutación y  encaminamiento («switching and routing  apparatus») // -Los demás aparat;244891803.7216726;I_63;0.010573045899477078;Los demás // Lo;ManipulaciÃ³n de carga, almacenamiento y depÃ³sito
84099999900C;I_63;2386356.6635199557;840999;Los demás // Las demás // Las demás // --Las demás // -Las demás: // PARTES IDENTIFICABLES COMO DESTINADAS, EXCLUSIVAO PRINCIPALMENTE, A LOS MOTORES DE LAS PARTIDAS 84.07 U 84.08.;244891803.7216726;I_63;0.009744534636333223;Los demás // La;ManipulaciÃ³n de carga, almacenamiento y depÃ³sito
40094290000V;I_63;2312051.2430669544;400942;Los demás // --Con accesorios // -Reforzados o combinados de otro modo con otras materias: // TUBOS DE CAUCHO VULCANIZADO SIN ENDURECER,INCLUSO CON SUS ACCESORIOS (POR EJEMPLO: JUNTAS,CODOS, EMPALMES [RACORES]).;244891803.7216726;I_63;0.009441113209712297;Los demás // --;ManipulaciÃ³n de carga, almacenamiento y depÃ³sito
25051000200T;I_63;2287775.633003917;250510;Arenas cuarzosas // -Arenas silíceas y arenas cuarzosas // ARENAS NATURALES DE CUALQUIER CLASE, INCLUSOCOLOREADAS, EXCEPTO LAS ARENAS METALÍFERAS DELCAPÍTULO 26.;244891803.7216726;I_63;0.009341985310394657;Arenas cuarzosa;ManipulaciÃ³n de carga, almacenamiento y depÃ³sito
84111100000L;I_62;1599283.7517276194;841111;--De empuje inferior o igual a 25 kN // -Turborreactores: // TURBORREACTORES, TURBOPROPULSORES Y DEMÁS TURBINAS DE GAS.;4807801.595279319;I_62;0.3326434587687485;--De empuje inf;Transporte aÃ©reo de cargas y de pasajeros
88022010100C;I_62;995714.0282219931;880220;"Tripulados // A helice // -Aviones y demás aeronaves, de peso en vacío inferior o igual a 2.000 kg // LAS DEMÁS AERONAVES (POR EJEMPLO: HELICÓPTEROS,AVIONES); VEHÍCULOS ESPACIALES (INCLUIDOSLOS SATELITES) Y SUS VEHÍCULOS DE LANZAMIENTOY VEHÍCULOS SUBORBI";4807801.595279319;I_62;0.20710381002403763;Tripulados // A;Transporte aÃ©reo de cargas y de pasajeros
48211000110V;I_62;313921.4096453817;482110;De identificación de equipaje aéreo // Autoadhesivas // -Impresas // ETIQUETAS DE TODAS CLASES, DE PAPEL O CARTÓN,INCLUSO IMPRESAS.;4807801.595279319;I_62;0.0652941689510679;De identificaci;Transporte aÃ©reo de cargas y de pasajeros
88033000000V;I_62;180422.09072589056;880330;-Las demás partes para aviones o helicópteros // PARTES DE LOS APARATOS DE LAS PARTIDAS 88.01 U88.02.;4807801.595279319;I_62;0.0375269418153701;-Las demás part;Transporte aÃ©reo de cargas y de pasajeros
48204000990N;I_62;134090.26441336205;482040;Los demás // Los demás // -Formularios en paquetes o plegados ( «manifold»), aunque lleven papel carbón (carbónico) // LIBROS REGISTRO, LIBROS DE CONTABILIDAD, TALONARIOS (DE NOTAS, PEDIDOS O RECIBOS),AGENDAS, BLOQUES MEMORANDOS, BLOQUES DE PAPEL DE CART;4807801.595279319;I_62;0.027890141004367257;Los demás // Lo;Transporte aÃ©reo de cargas y de pasajeros
49119900310M;I_62;114563.03536011626;491199;Aéreos // Billetes para viajar en transportes      públicos (incluso los de entradas a      plataformas o andenes) (R. 634/93 ex-ANA) // --Los demás // -Los demás: // LOS DEMÁS IMPRESOS, INCLUIDAS LAS ESTAMPAS,GRABADOS Y FOTOGRAFÍAS.;4807801.595279319;I_62;0.023828569688192486;Aéreos // Bille;Transporte aÃ©reo de cargas y de pasajeros
84121000000T;I_62;85098.31739250771;841210;-Propulsores a reacción, excepto los  turborreactores // LOS DEMÁS MOTORES Y MÁQUINAS MOTRICES.;4807801.595279319;I_62;0.017700047663377787;-Propulsores a ;Transporte aÃ©reo de cargas y de pasajeros
30059090290Z;I_62;77660.23044215025;300590;Los demás // Otros, de uso humano (R.G.30/97 AFIP) // Los demás // -Los demás // GUATAS, GASAS, VENDAS Y ARTÍCULOS ANÁLOGOS (POREJEMPLO: APÓSITOS, ESPARADRAPOS, SINAPISMOS),IMPREGNADOS O RECUBIERTOS DE SUSTANCIASFARMACEUTICAS O ACONDICIONADOS PARA LA VEN;4807801.595279319;I_62;0.016152960745801827;Los demás // Ot;Transporte aÃ©reo de cargas y de pasajeros
40169990999M;I_62;77077.33436867264;401699;Los demás // Los demás // Los demás // Las demás // --Las demás // -Las demás: // LAS DEMÁS MANUFACTURAS DE CAUCHO VULCANIZADO SIN ENDURECER.;4807801.595279319;I_62;0.01603172111851564;Los demás // Lo;Transporte aÃ©reo de cargas y de pasajeros
48209000900E;I_62;70314.16238545367;482090;Los demás // -Los demás // LIBROS REGISTRO, LIBROS DE CONTABILIDAD, TALONARIOS (DE NOTAS, PEDIDOS O RECIBOS),AGENDAS, BLOQUES MEMORANDOS, BLOQUES DE PAPEL DE CARTAS Y ARTÍCULOS SIMILARES, CUADERNOS, CARPETAS DE MESA, CLASIFICADORES, ENCUADERNACIONES (DE;4807801.595279319;I_62;0.014625013323031818;Los demás // -L;Transporte aÃ©reo de cargas y de pasajeros
89039100100D;I_61;10058427.801160922;890391;"Con motor auxiliar // --Barcos de vela, incluso con motor auxiliar // -Los demás: // YATES Y DEMÁS BARCOS Y EMBARCACIONES PARA RECREO ODEPORTE; BARCAS (BOTES) DE REMO Y CANOAS.";13952067.487480033;I_61;0.7209274045002226;Con motor auxil;Transporte marÃ­timo y fluvial
84099999900C;I_61;517106.5767226999;840999;Los demás // Las demás // Las demás // --Las demás // -Las demás: // PARTES IDENTIFICABLES COMO DESTINADAS, EXCLUSIVAO PRINCIPALMENTE, A LOS MOTORES DE LAS PARTIDAS 84.07 U 84.08.;13952067.487480033;I_61;0.03706307880081059;Los demás // La;Transporte marÃ­timo y fluvial
84139190790R;I_61;282820.4567847337;841391;"Las demás // De la subpartida 8413.60 // Las demás // --De bombas // -Partes: // BOMBAS PARA LÍQUIDOS, INCLUSO CON DISPOSITIVOMEDIDOR INCORPORADO; ELEVADORES DE LÍQUIDOS.";13952067.487480033;I_61;0.020270863586240837;Las demás // De;Transporte marÃ­timo y fluvial
84213100000K;I_61;234905.3079364585;842131;"--Filtros de entrada de aire para motores de   encendido por chispa o compresi?n // -Aparatos para filtrar o depurar gases: // CENTRIFUGADORAS, INCLUIDAS LAS SECADORAS CENTRÍFUGAS; APARATOS PARA FILTRAR O DEPURAR LÍQUIDOS O GASES.";13952067.487480033;I_61;0.016836594873645222;--Filtros de en;Transporte marÃ­timo y fluvial
84099914000M;I_61;213865.66852853433;840999;Válvulas de admisión o de escape // Bloques, cárteres, válvulas de admisión o de   escape, tubos múltiples de admisión o de   escape y guías de válvulas // --Las demás // -Las demás: // PARTES IDENTIFICABLES COMO DESTINADAS, EXCLUSIVAO PRINCIPALMENTE, A;13952067.487480033;I_61;0.015328600490246187;Válvulas de adm;Transporte marÃ­timo y fluvial
84834090100R;I_61;191944.58278867425;848340;"Engranajes // Los demás // -Engranajes y ruedas de fricción, excepto las ruedas dentadas y demás órganos elementales de transmisión presentados aisladamente; husillos fileteados de bolas o rodillos; reductores, multiplicadores y variadores de velocidad,";13952067.487480033;I_61;0.013757429353098873;Engranajes // L;Transporte marÃ­timo y fluvial
40169990390K;I_61;188434.38561003984;401699;Las demás // Partes de vehículos del Capítulo 87      o de máquinas y aparatos de los Capítulos      84, 85 ó 90 // Las demás // --Las demás // -Las demás: // LAS DEMÁS MANUFACTURAS DE CAUCHO VULCANIZADO SIN ENDURECER.;13952067.487480033;I_61;0.013505839602563026;Las demás // Pa;Transporte marÃ­timo y fluvial
85381000000B;I_61;115483.44790224606;853810;-Cuadros, paneles, consolas, armarios y demás soportes de la partida 85.37, sin sus aparatos // PARTES IDENTIFICABLES COMO DESTINADAS, EXCLUSIVAO PRINCIPALMENTE, A LOS APARTOS DE LAS PARTIDAS85.35, 85.36 U 85.37.;13952067.487480033;I_61;0.008277156629716405;-Cuadros, panel;Transporte marÃ­timo y fluvial
84099917000K;I_61;113739.73037202982;840999;Guías de válvulas // Bloques, cárteres, válvulas de admisión o de   escape, tubos múltiples de admisión o de   escape y guías de válvulas // --Las demás // -Las demás: // PARTES IDENTIFICABLES COMO DESTINADAS, EXCLUSIVAO PRINCIPALMENTE, A LOS MOTORES DE;13952067.487480033;I_61;0.008152177480082777;Guías de válvul;Transporte marÃ­timo y fluvial
90328990000L;I_61;92572.8071791649;903289;Los demás // --Los demás // -Los demás instrumentos y aparatos: // INSTRUMENTOS Y APARATOS PARA REGULACIÓN O CONTROLAUTOMÁTICOS.;13952067.487480033;I_61;0.006635060163107413;Los demás // --;Transporte marÃ­timo y fluvial
89039100100D;I_60;10058427.801160922;890391;"Con motor auxiliar // --Barcos de vela, incluso con motor auxiliar // -Los demás: // YATES Y DEMÁS BARCOS Y EMBARCACIONES PARA RECREO ODEPORTE; BARCAS (BOTES) DE REMO Y CANOAS.";30125584.02043207;I_60;0.3338832466895578;Con motor auxil;Transporte ferroviario y automotor y por tuberias
84314929900C;I_60;2189171.40008428;843149;Las demás // Las demás // Para máquinas o aparatos de las partidas 84.29   u 84.30 // --Las demás // -De máquinas o aparatos de las partidas 84.26, 84.29 u 84.30: // PARTES IDENTIFICABLES COMO DESTINADAS, EXCLUSIVAO PRINCIPALMENTE, A LAS MÁQUINAS O APARA;30125584.02043207;I_60;0.07266818125748263;Las demás // La;Transporte ferroviario y automotor y por tuberias
27112100000T;I_60;1711988.3384793412;271121;--Gas natural // -En estado gaseoso: // GAS DE PETRÓLEO Y DEMÁS HIDROCARBUROS GASEOSOS.;30125584.02043207;I_60;0.0568283867067347;--Gas natural /;Transporte ferroviario y automotor y por tuberias
84118100000K;I_60;1678103.0699999998;841181;--De potencia inferior o igual a 5.000 kW // -Las demás turbinas de gas: // TURBORREACTORES, TURBOPROPULSORES Y DEMÁS TURBINAS DE GAS.;30125584.02043207;I_60;0.055703586322570886;--De potencia i;Transporte ferroviario y automotor y por tuberias
23024000190Q;I_60;1040274.3213887415;230240;Los demás // De arroz // -De los demás cereales // SALVADOS, MOYUELOS Y DEMÁS RESIDUOS DEL CERNIDO,DE LA MOLIENDA O DE OTROS TRATAMIENTOS DE LOSCEREALES O DE LAS LEGUMINOSAS, INCLUSO EN«PELLETS».;30125584.02043207;I_60;0.03453125823828665;Los demás // De;Transporte ferroviario y automotor y por tuberias
86072100000D;I_60;1022276.700226216;860721;--Frenos de aire comprimido y sus partes // -Frenos y sus partes: // PARTES DE VEHÍCULOS PARA VÍAS FERREAS O SIMILARES.;30125584.02043207;I_60;0.033933838412323475;--Frenos de air;Transporte ferroviario y automotor y por tuberias
40094290000V;I_60;969642.9977145185;400942;Los demás // --Con accesorios // -Reforzados o combinados de otro modo con otras materias: // TUBOS DE CAUCHO VULCANIZADO SIN ENDURECER,INCLUSO CON SUS ACCESORIOS (POR EJEMPLO: JUNTAS,CODOS, EMPALMES [RACORES]).;30125584.02043207;I_60;0.03218669543657237;Los demás // --;Transporte ferroviario y automotor y por tuberias
86071990000Y;I_60;884159.5545196707;860719;"Los demás // --Los demás, incluidas las partes // -Bojes, ""bissels"", ejes y ruedas, y sus partes: // PARTES DE VEHÍCULOS PARA VÍAS FERREAS O SIMILARES.";30125584.02043207;I_60;0.029349125776947836;Los demás // --;Transporte ferroviario y automotor y por tuberias
86079900000Y;I_60;739701.4988591302;860799;--Las demás // -Las demás: // PARTES DE VEHÍCULOS PARA VÍAS FERREAS O SIMILARES.;30125584.02043207;I_60;0.02455393058463008;--Las demás // ;Transporte ferroviario y automotor y por tuberias
85309000000R;I_60;691257.6214248403;853090;-Partes // APARATOS ELECTRICOS DE SEÑALIZACION (EXCEPTO LOSDE TRANSMISION DE MENSAJES), SEGURIDAD, CONTROL OMANDO, PARA VIAS FERREAS O SIMILARES, CARRETERAS,VIAS FLUVIALES, AREAS O PARQUES DEESTACIONAMIENTO, INSTALACIONES PORTUARIAS OAEROPUERTOS (EXCEPTO;30125584.02043207;I_60;0.02294586624299163;-Partes // APAR;Transporte ferroviario y automotor y por tuberias
04063000919B;H_552;11503815.225338895;40630;Los demás // En fetas // Los demás // -Queso fundido, excepto el rallado o en polvo // QUESOS Y REQUESÓN.;64060605.56079465;H_552;0.17957706026399595;Los demás // En;Servicios de expendio de comidas y bebidas
95030039999M;H_552;7584582.2257772125;950300;"Los demás // Los demás // Los demás // Los demás // Juguetes que representen animales o seres no   humanos // TRICICLOS, PATINETES, COCHES DE PEDAL Y JUGUETES SIMILARES CON RUEDAS; COCHES Y SILLAS DE RUEDAS PARA MUÑECAS O MUÑECOS; MUÑECAS O MUÑECOS; LOS";64060605.56079465;H_552;0.11839697985026554;Los demás // Lo;Servicios de expendio de comidas y bebidas
95030022929B;H_552;6246770.842492436;950300;"Los demás // De plástico, sin articular // Los demás // Las demás muñecas y muñecos, incluso vestidos // Muñecas y muñecos que representen solamente   seres humanos // TRICICLOS, PATINETES, COCHES DE PEDAL Y JUGUETES SIMILARES CON RUEDAS; COCHES Y SILLAS";64060605.56079465;H_552;0.09751345289054658;Los demás // De;Servicios de expendio de comidas y bebidas
95030080399K;H_552;6085338.867147499;950300;Los demás // Los demás // Los demás, de plástico // Los demás juguetes presentados en juegos o   surtidos o en panoplias // juguetes presentados en juegos o   surtidos o en panoplias // TRICICLOS, PATINETES, COCHES DE PEDAL Y JUGUETES SIMILARES CON RUEDA;64060605.56079465;H_552;0.09499346460864164;Los demás // Lo;Servicios de expendio de comidas y bebidas
16023230900E;H_552;4171410.78226237;160232;Los demás // Con un contenido de carne o de despojos   superior o igual a 25 % pero inferior a 57 % en   peso // --De gallo o gallina // -De aves de la partida 01.05: // LAS DEMÁS PREPARACIONES Y CONSERVAS DE CARNE,DESPOJOS O SANGRE.;64060605.56079465;H_552;0.06511663050552383;Los demás // Co;Servicios de expendio de comidas y bebidas
95030031299N;H_552;3857010.4088698397;950300;"Los demás // Los demás // Cuya mayor dimensión sea inferior o igual      a 20 cm // Rellenos // Juguetes que representen animales o seres no   humanos // TRICICLOS, PATINETES, COCHES DE PEDAL Y JUGUETES SIMILARES CON RUEDAS; COCHES Y SILLAS DE RUEDAS PAR";64060605.56079465;H_552;0.06020877222600508;Los demás // Lo;Servicios de expendio de comidas y bebidas
95030022919Y;H_552;2491967.7132164333;950300;"Los demás // De plástico, articulados // Los demás // Las demás muñecas y muñecos, incluso vestidos // Muñecas y muñecos que representen solamente   seres humanos // TRICICLOS, PATINETES, COCHES DE PEDAL Y JUGUETES SIMILARES CON RUEDAS; COCHES Y SILLAS D";64060605.56079465;H_552;0.038900158551444096;Los demás // De;Servicios de expendio de comidas y bebidas
95030099991D;H_552;2397569.2640231447;950300;"De plástico // Los demás // Los demás // Los demás // Los demás juguetes y modelos // TRICICLOS, PATINETES, COCHES DE PEDAL Y JUGUETES SIMILARES CON RUEDAS; COCHES Y SILLAS DE RUEDAS PARA MUÑECAS O MUÑECOS; MUÑECAS O MUÑECOS; LOS DEMÁS JUGUETES; MODELOS";64060605.56079465;H_552;0.037426578207222984;De plástico // ;Servicios de expendio de comidas y bebidas
95030039991V;H_552;1936057.6497353266;950300;"Con extremidades articuladas // Los demás // Los demás // Los demás // Juguetes que representen animales o seres no   humanos // TRICICLOS, PATINETES, COCHES DE PEDAL Y JUGUETES SIMILARES CON RUEDAS; COCHES Y SILLAS DE RUEDAS PARA MUÑECAS O MUÑECOS; MUÑE";64060605.56079465;H_552;0.030222281428450962;Con extremidade;Servicios de expendio de comidas y bebidas
48236900500D;H_552;1683492.2635366935;482369;"Vasos // --Los demás // -Bandejas, fuentes, platos, tazas, vasos y       ^  artículos similares, de papel o cartón: // LOS DEMÁS PAPELES, CARTONES, GUATA DE CELULOSA YNAPA DE FIBRAS DE CELULOSA, CORTADOS EN FORMATO;LOS DEMÁS ARTÍCULOS DE PASTA DE PAPEL,";64060605.56079465;H_552;0.026279680761666067;Vasos // --Los ;Servicios de expendio de comidas y bebidas
73030000100R;H_551;1329722.636809978;730300;Tubos // TUBOS Y PERFILES HUECOS, DE FUNDICIÓN.;3006653.4853963074;H_551;0.4422600220705869;Tubos // TUBOS ;Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal
22041010000D;H_551;429422.24926342367;220410;"Tipo champaña (champagne) // -Vino espumoso // VINO DE UVAS FRESCAS, INCLUSO ENCABEZADO; MOSTODE UVA, EXCEPTO EL DE LA PARTIDA 20.09.";3006653.4853963074;H_551;0.14282399064248053;Tipo champaña (;Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal
85353023000R;H_551;312163.748402406;853530;Interruptores de corte en vacio, sin    dispositivo de accionamiento (botellas     o ampollas en vacio) // Para una corriente nominal superior a 1.600 A // -Seccionadores e interruptores // APARATOS PARA CORTE, SECCIONAMIENTO, PROTECCIÓN, DERIVACIÓN, EMP;3006653.4853963074;H_551;0.10382431827233315;Interruptores d;Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal
84818019190F;H_551;255005.79246467128;848180;Los demás // Juegos de grifería sanitaria para baño // Los demás // De los tipos utilizados en baños o cocinas // -Los demás artículos de grifería y órganos similares // ARTÍCULOS DE GRIFERÍA Y ÓRGANOS SIMILARES PARATUBERÍAS, CALDERAS, DEPÓSITOS, CUBAS O;3006653.4853963074;H_551;0.08481382829889322;Los demás // Ju;Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal
85444900990B;H_551;152434.80400964653;854449;Los demás // Los demás // --Los demás // -Los demás conductores eléctricos para una tensión inferior o igual a 1.000 V: // HILOS, CABLES (INCLUIDOS LOS COAXIALES) Y DEMÁSCONDUCTORES AISLADOS PARA ELECTRICIDAD, AUNQUEESTEN LAQUEADOS, ANODIZADOS O PROVISTO;3006653.4853963074;H_551;0.05069915929788433;Los demás // Lo;Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal
48237000990L;H_551;53890.69044102694;482370;"Los demás // Los demás // -Artículos moldeados o prensados, de pasta de papel // LOS DEMÁS PAPELES, CARTONES, GUATA DE CELULOSA YNAPA DE FIBRAS DE CELULOSA, CORTADOS EN FORMATO;LOS DEMÁS ARTÍCULOS DE PASTA DE PAPEL, PAPEL,CARTÓN, GUATA DE CELULOSA O NAPA";3006653.4853963074;H_551;0.017923811540897804;Los demás // Lo;Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal
69101000610G;H_551;50168.90273204009;691010;Blancos // Inodoros // -De porcelana // FREGADEROS (PILETAS DE LAVAR), LAVABOS,PEDESTALES DE LAVABO, BAÑERAS, BIDES, INODOROS,CISTERNAS (DEPÓSITOS DE AGUA) PARA INODOROS,URINARIOS Y APARATOS FIJOS SIMILARES, DECERÁMICA, PARA USOS SANITARIOS.;3006653.4853963074;H_551;0.01668596097811628;Blancos // Inod;Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal
84821010159N;H_551;46994.34046149257;848210;Los demás // De mas de 0,150 kg/un, hasta 0,250 kg/un // De una hilera de bolas, de diámetro exterior      superior o igual a 30 mm pero inferior o      igual a 120 mm, excepto: los tipificados       como RST y los de aro interior extendido // Radiales /;3006653.4853963074;H_551;0.015630115239335017;Los demás // De;Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal
95061900900T;H_551;37268.76594348736;950619;Los demás // --Los demás // -Esquís para nieve y demás artículos para práctica del esquí de nieve: // ARTÍCULOS Y MATERIAL PARA CULTURA FÍSICA,GIMNASIA, ATLETISMO, DEMÁS DEPORTES (INCLUIDO ELTENIS DE MESA) O PARA JUEGOS AL AIRE LIBRE, NOEXPRESADOS NI COM;3006653.4853963074;H_551;0.012395431041357582;Los demás // --;Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal
83014000131G;H_551;33027.58608115902;830140;"De activación por tarjeta // Eléctricas (incluso electrónicas) // Las demás cerraduras // -Las demás cerraduras; cerrojos // CANDADOS, CERRADURAS Y CERROJOS (DE LLAVE,COMBINACIÓN O ELECTRICOS), DE METAL COMÚN; CIERRESY MONTURAS CIERRE, CON CERRADURA INCO";3006653.4853963074;H_551;0.010984832885325209;De activación p;Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal
73089090900T;F;15892927.295854973;730890;Los demás // Los demás // -Los demás // CONSTRUCCIONES Y SUS PARTES (POR EJEMPLO: PUENTES Y SUS PARTES, COMPUERTAS DE ESCLUSAS, TORRES, CASTILLETES, PILARES, COLUMNAS, ARMAZONES PARATECHUMBRE, TECHADOS, PUERTAS Y VENTANAS Y SUS MARCOS, CONTRAMARCOS Y UMB;193542206.02489588;F;0.08211608011645077;Los demás // Lo;ConstrucciÃ³n
84079000900B;F;9755608.99667785;840790;Los demás // -Los demás motores // MOTORES DE EMBOLO (PISTÓN) ALTERNATIVO Y MOTORESROTATIVOS, DE ENCENDIDO POR CHISPA (MOTORES DEEXPLOSIÓN).;193542206.02489588;F;0.050405589545791156;Los demás // -L;ConstrucciÃ³n
25171000000P;F;5849253.933931699;251710;-Cantos, grava, piedras machacadas, de los tipos generalmente utilizados para hacer hormigón, o para firmes de carreteras, vías férreas u  otros balastos, guijarros y pedernal, incluso tratados térmicamente // CANTOS, GRAVA, PIEDRAS MACHACADAS, DE LOS TI;193542206.02489588;F;0.03022211048467275;-Cantos, grava,;ConstrucciÃ³n
